,Institution,Subject,Degree_type_and_admission_semester,Accept_or_reject,Method_of_communication,Date,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,Student_classification,Date_posted,Comments,American,Papers,Research,Decision
3667,Stanford,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.6,166.0,165.0,4.0,800.0,A,17 Feb 2015,,1,0.0,0.0,0
3668,Cornell University,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.65,169.0,166.0,4.5,890.0,U,17 Feb 2015,,0,0.0,0.0,0
3669,Stanford University,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.5,159.0,164.0,4.0,640.0,A,17 Feb 2015,"expected. 3 years of research, 3 REUs, 1 first authored publication, strong LORs, but my numbers are just too average..",1,1.0,1.0,0
3670,Yale,Physics,PhD (F15),Rejected, Website,16 Feb 2015,3.86,167.0,165.0,4.0,960.0,A,17 Feb 2015,,1,0.0,0.0,0
3671,Stanford,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.7,158.0,168.0,4.0,980.0,U,17 Feb 2015,"eh, my application status is shown as incomplete anyway",0,0.0,0.0,0
3673,Stanford University,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.86,167.0,165.0,4.0,960.0,A,17 Feb 2015,,1,0.0,0.0,0
3674,Stanford,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.97,164.0,167.0,4.5,840.0,A,17 Feb 2015,"Applied for CME. 2.5 yrs research, 3 pubs, strong recs/SOP/PS. Generic rejection email.",1,1.0,1.0,0
3675,Cornell University,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.88,162.0,165.0,4.0,880.0,A,17 Feb 2015,hep-th,1,0.0,0.0,0
3676,Cornell,Applied Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.64,158.0,170.0,3.5,950.0,I,17 Feb 2015,Generic E-mail notification,0,0.0,0.0,0
3677,Stanford University,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.88,162.0,165.0,4.0,880.0,A,17 Feb 2015,hep-th,1,0.0,0.0,0
3678,Stanford,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.78,158.0,168.0,4.0,830.0,A,17 Feb 2015,Expected. First one. Kinda bummed.,1,0.0,0.0,0
3679,Stanford University,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.98,165.0,170.0,5.0,800.0,A,17 Feb 2015,,1,0.0,0.0,0
3681,Cornell,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.9,150.0,167.0,3.0,850.0,I,17 Feb 2015,"hep-ex, 2 summer research exp: Weizmann & CERN, no pubs in the field",0,0.0,1.0,0
3682,Cornell University,Applied Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.68,151.0,166.0,3.0,730.0,I,17 Feb 2015,Generic e-mail.,0,0.0,0.0,0
3683,Cornell University,Applied Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.83,162.0,162.0,4.0,650.0,A,17 Feb 2015,,1,0.0,0.0,0
3684,Cornell University,Applied Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.85,162.0,161.0,4.5,730.0,A,17 Feb 2015,,1,0.0,0.0,0
3685,Cornell University,Applied Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.85,162.0,161.0,4.5,730.0,A,17 Feb 2015,,1,0.0,0.0,0
3686,Cornell University,Applied Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.85,162.0,161.0,4.5,730.0,A,17 Feb 2015,,1,0.0,0.0,0
3687,University Of Illinois Urbana Champagne (UIUC),Physics,PhD (F15),Accepted, E-mail,17 Feb 2015,4.0,169.0,170.0,4.5,900.0,A,17 Feb 2015,"CMT. Offer was $ 22k/11 months. If you haven't heard back before Friday(Fed 20), you probably didn't get in as that is last day to sign up for the open house. Open house is March 13-14.",1,0.0,0.0,1
3689,NYU,Physics,PhD (F15),Wait listed, E-mail,17 Feb 2015,3.2,155.0,165.0,4.0,860.0,I,17 Feb 2015,"CMT, some research experience",0,0.0,1.0,0
3690,NYU,Physics,PhD (F15),Wait listed, E-mail,17 Feb 2015,3.9,160.0,165.0,4.5,700.0,A,17 Feb 2015,Awesome! So far this is my only prospect. If you have been accepted by NYU for Physics and intend to go elsewhere I ask that you please let them know! Hopefully then I can have a chance to pursue my dream!,1,0.0,0.0,0
3691,Caltech,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.9,163.0,167.0,5.0,760.0,A,17 Feb 2015,"Rejected upon inquiry. I'm willing to bet that if you applied to Caltech's Physics dept. and have not yet received anything, that you're also rejected.",1,0.0,0.0,0
3692,Cornell,Physics,PhD (F15),Rejected, E-mail,17 Feb 2015,3.88,159.0,159.0,3.0,640.0,A,17 Feb 2015,hep-ex,1,0.0,0.0,0
3693,University Of Arizona,Physics,PhD (F15),Accepted, E-mail,17 Feb 2015,3.9,163.0,167.0,5.0,760.0,A,17 Feb 2015,"Transfer student. No publications, 1 paid summer internship/REU-type thing",1,1.0,0.0,1
3695,Stony Brook University,Physics,PhD (F15),Accepted, E-mail,17 Feb 2015,3.78,160.0,168.0,3.0,890.0,U,17 Feb 2015,Hep theory,0,0.0,0.0,1
3696,U Maryland College Park,Physics,PhD (F15),Rejected, Website,17 Feb 2015,3.83,152.0,166.0,3.5,970.0,I,17 Feb 2015,No email. Checked the website after seeing the previous posts here.,0,0.0,0.0,0
3697,Stony Brook,Physics,PhD (F15),Accepted, E-mail,17 Feb 2015,3.81,157.0,170.0,4.0,990.0,I,17 Feb 2015,Hep-th,0,0.0,0.0,1
3698,Cornell,Physics,PhD (F15),Accepted, Website,16 Feb 2015,3.87,163.0,165.0,4.0,830.0,A,16 Feb 2015,"TA $27k/9mos, 1 year Fellowship",1,0.0,0.0,1
3699,University Of Arizona,Physics,PhD (F15),Accepted, E-mail,16 Feb 2015,3.34,164.0,168.0,5.0,810.0,A,16 Feb 2015,CME,1,0.0,0.0,1
3700,"University Of Maryland, Collage Park",Physics,PhD (F15),Rejected, Website,16 Feb 2015,3.68,151.0,166.0,3.0,730.0,I,16 Feb 2015,CME. No e-mail. Just checked the website. Sigh..,0,0.0,0.0,0
3702,University Of Maryland,Physics,PhD (F15),Rejected, Website,16 Feb 2015,3.34,164.0,168.0,5.0,810.0,A,16 Feb 2015,"No email, just checked website and admissions decision (rejection) was made available today.",1,0.0,0.0,0
3703,Yale University,Physics,PhD (F15),Rejected, Website,16 Feb 2015,3.85,162.0,161.0,4.5,730.0,A,16 Feb 2015,No surprises here.,1,0.0,0.0,0
3704,MIT,Physics,PhD (F15),Accepted, E-mail,16 Feb 2015,3.7,158.0,168.0,4.0,980.0,U,16 Feb 2015,just got rejected by Yale. aint even mad !!!!!,0,0.0,0.0,1
3705,Yale,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.8,159.0,159.0,3.0,640.0,A,16 Feb 2015,,1,0.0,0.0,0
3706,Yale,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.65,161.0,170.0,5.0,840.0,U,16 Feb 2015,,0,0.0,0.0,0
3707,Yale,Physics,PhD (F15),Rejected, Website,16 Feb 2015,3.5,160.0,170.0,3.0,830.0,U,16 Feb 2015,"An email to check the website. They had 10,400 applicants this year.",0,0.0,0.0,0
3708,Yale,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.36,166.0,165.0,4.5,820.0,A,16 Feb 2015,"4.0 in Master's, two internships in national labs, HEP-ex. E-mail to check website",1,0.0,0.0,0
3710,Yale University,Physics,PhD (F15),Rejected, Website,16 Feb 2015,3.6,153.0,163.0,3.5,860.0,I,16 Feb 2015,Expected,0,0.0,0.0,0
3711,Yale University,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.94,160.0,152.0,4.0,720.0,I,16 Feb 2015,Single author of a paper on arxiv and strong recommendation letters :/,0,1.0,0.0,0
3712,Yale University,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.44,160.0,163.0,4.5,980.0,I,16 Feb 2015,Email to check website. Kind of expected.,0,0.0,0.0,0
3713,Northwestern University,Applied Physics,PhD (F15),Accepted, E-mail,16 Feb 2015,3.8,168.0,154.0,4.5,990.0,I,16 Feb 2015,,0,0.0,0.0,1
3714,Yale University,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.7,158.0,168.0,4.0,980.0,U,16 Feb 2015,,0,0.0,0.0,0
3715,Yale,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.81,158.0,170.0,4.0,990.0,I,16 Feb 2015,Email to check website.,0,0.0,0.0,0
3716,Yale University,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.89,164.0,166.0,3.5,650.0,A,16 Feb 2015,,1,0.0,0.0,0
3717,Yale,Physics,PhD (F15),Rejected, E-mail,16 Feb 2015,3.5,159.0,164.0,4.0,640.0,A,16 Feb 2015,"expected. excellent LORs, 3 REUS, 1 1st author paper, but average GPA and GRE",1,1.0,0.0,0
3718,Stony Brook University,Physics And Astronomy,PhD (F15),Accepted, E-mail,16 Feb 2015,3.89,152.0,170.0,3.5,980.0,I,16 Feb 2015,,0,0.0,0.0,1
3719,University Of Washington,Physics,PhD (F15),Interview, E-mail,16 Feb 2015,3.4,159.0,168.0,4.5,900.0,I,16 Feb 2015,Email from prospective adviser for skype interview.,0,0.0,0.0,0
3720,UC Davis,Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.69,164.0,167.0,4.0,890.0,A,15 Feb 2015,Double major in physics and math. Research in both departments.,1,0.0,1.0,1
3721,University Of Rochester,Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.92,157.0,170.0,5.0,860.0,I,15 Feb 2015,"EE major from Asian school (best in country), 2 year research on HEP/QI, 1 publication, 2 arXiv articles, at least one strong LOR.",0,1.0,1.0,1
3722,MIT,Physics,PhD (F15),Accepted, E-mail,14 Feb 2015,3.93,166.0,167.0,4.0,910.0,A,15 Feb 2015,"hep-ex, first year fellowship",1,0.0,0.0,1
3723,UC Davis,Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.87,157.0,167.0,5.0,900.0,A,14 Feb 2015,Cosmology/early universe/HEP theory,1,0.0,0.0,1
3724,MIT,Physics,PhD (F15),Accepted, E-mail,14 Feb 2015,4.0,150.0,170.0,3.5,930.0,I,14 Feb 2015,,0,0.0,0.0,1
3725,University Of Michigan,Physics,PhD (F15),Rejected, E-mail,11 Feb 2015,3.76,158.0,170.0,4.0,710.0,A,14 Feb 2015,,1,0.0,0.0,0
3726,University Of Oregon,Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.76,158.0,170.0,4.0,710.0,A,14 Feb 2015,"Email from chair of grad admissions. Hep-th, TA confirmed, financial info to come later.",1,0.0,0.0,1
3728,Rice University,Physics And Astronomy,PhD (F15),Accepted, E-mail,10 Feb 2015,3.71,156.0,170.0,4.0,960.0,I,13 Feb 2015,,0,0.0,0.0,1
3730,"University Of California, Davis",Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.8,161.0,160.0,4.0,640.0,A,13 Feb 2015,One paper (3rd author) with more to come (including one 1st author). One conference presentation. Three years research. Three very strong letters. Did my undergrad here. $18.5k TA position.,1,1.0,1.0,1
3731,Rutgers,Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.86,159.0,167.0,5.0,900.0,A,13 Feb 2015,Torrey Fellowship for a total of 29k + summer support. Not bad. Hep-th applicant.,1,0.0,0.0,1
3732,Penn State,Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.95,155.0,167.0,4.0,890.0,I,13 Feb 2015,"One paper, Two interns in Europe",0,1.0,0.0,1
3733,University Of Washington,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.98,165.0,170.0,5.0,800.0,A,13 Feb 2015,,1,0.0,0.0,1
3734,University Of Pennsylvania (UPenn),Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.98,165.0,170.0,5.0,800.0,A,13 Feb 2015,,1,0.0,0.0,1
3735,University Of North Carolina Chapel Hill,Physics,PhD (F15),Wait listed, E-mail,12 Feb 2015,3.6,152.0,168.0,3.5,920.0,I,13 Feb 2015,"If you are not planning to accept the offer, please let the department know asap. This university ranks high in my priority list. Thank you.",0,0.0,0.0,0
3736,"University Of Michigan, Ann Arbor",Physics,PhD (F15),Rejected, E-mail,12 Feb 2015,3.2,159.0,149.0,3.0,820.0,I,13 Feb 2015,500 odd applications but only 28 admits !,0,0.0,0.0,0
3737,Cornell University,Applied Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.93,156.0,170.0,5.0,990.0,I,13 Feb 2015,,0,0.0,0.0,1
3738,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.89,152.0,170.0,3.5,980.0,I,13 Feb 2015,Astrophysics concentration. Funding info to come.,0,0.0,0.0,1
3739,Ohio State University,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.52,159.0,164.0,4.0,850.0,I,13 Feb 2015,,0,0.0,0.0,1
3740,"University Of Wisconsin, Madison",Physics,PhD (F15),Accepted, E-mail,13 Feb 2015,3.81,157.0,170.0,4.0,990.0,I,13 Feb 2015,"Hep-th, unofficial offer given near 26 Jan",0,0.0,0.0,1
3742,UCSB,Physics,PhD (F15),Accepted, Website,12 Feb 2015,3.97,164.0,167.0,4.5,840.0,A,12 Feb 2015,"From low ranking undergrad program. Applied for CMT. 1 year astro 'research' that resulted in absolutely nothing. 2.5 yrs applied optics research that resulted in 3 publications, 2nd author. 1 REU, 1 research internship. Decent recs. No financial info. Yay for mountains and ocean!",1,1.0,1.0,1
3745,Cornell,Applied Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.65,157.0,165.0,3.5,830.0,I,12 Feb 2015,"Lots of research experience, a publication, and 3 strong letters. Very specific statement of purpose. ~$24000 for 9 month term. They will fly me there for the open house on March 20/21",0,1.0,1.0,1
3746,University Of Chicago,Physics,PhD (F15),Other, E-mail,12 Feb 2015,3.8,168.0,165.0,3.0,890.0,U,12 Feb 2015,Email from prospective faculty advisor who says he wants to work with me and I'm recommended for admission.,0,0.0,0.0,0
3747,Ohio State University,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.95,159.0,169.0,4.5,960.0,I,12 Feb 2015,,0,0.0,0.0,1
3748,Ohio State University (OSU),Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.4,162.0,167.0,4.0,970.0,I,12 Feb 2015,"Cosmology, ~2k/month teaching associateship for the first 2 years then ~26k/y research associateship.",0,0.0,1.0,1
3749,New York University,Physics,PhD (F15),Accepted, E-mail,8 Feb 2015,3.78,157.0,169.0,3.5,800.0,U,12 Feb 2015,"Received informal email from department; official admission email came 3 days after. Offers ~$26,000 per nine-month academic year.",0,0.0,0.0,1
3750,Stanford,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,4.0,166.0,170.0,5.0,990.0,A,12 Feb 2015,Was emailed the decision by the chair of graduate admissions. My top choice :D:D:D,1,0.0,0.0,1
3755,Cornell,Applied Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.78,158.0,168.0,4.0,830.0,A,12 Feb 2015,"24658 for 9 months, funding source undecided(TA/GSA).",1,0.0,0.0,1
3756,University Of Washington,Physics,PhD (F15),Accepted, E-mail,9 Jan 2015,3.88,162.0,165.0,4.0,880.0,A,12 Feb 2015,hep-th,1,0.0,0.0,1
3757,University Of Wisconsin At Madison,Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.88,162.0,165.0,4.0,880.0,A,12 Feb 2015,hep-th,1,0.0,0.0,1
3758,Penn State,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.86,162.0,161.0,5.0,830.0,A,12 Feb 2015,Theoretical GR,1,0.0,0.0,1
3759,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.96,154.0,165.0,4.0,840.0,U,12 Feb 2015,"Mass acceptance email which begins with ""Dear Applicants."" Hopefully this is not an ""acceptance by mistake.""",0,0.0,0.0,1
3760,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.3,168.0,170.0,4.0,870.0,A,12 Feb 2015,hep-ex,1,0.0,0.0,1
3761,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,4.0,150.0,170.0,3.5,930.0,I,12 Feb 2015,Thanks Caltech!,0,0.0,0.0,1
3762,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,4.0,166.0,170.0,5.0,990.0,A,12 Feb 2015,Financial information to come! Excited!,1,0.0,0.0,1
3763,Northwestern,Physics And Astronomy,PhD (F15),Accepted, E-mail,11 Feb 2015,3.9,158.0,162.0,4.5,850.0,I,12 Feb 2015,,0,0.0,0.0,1
3764,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.97,169.0,168.0,5.0,900.0,A,12 Feb 2015,Funding info to come. Open house March 26-27,1,0.0,0.0,1
3765,Caltech,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,4.0,164.0,170.0,5.0,990.0,A,12 Feb 2015,hep-ex. Unofficial notification from Physics Dept. Funding info to come. Visit days March 26-27.,1,0.0,0.0,1
3766,Michigan State University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.4,167.0,170.0,3.5,990.0,I,12 Feb 2015,,0,0.0,0.0,1
3767,University Of Wisconsin-Madison,Physics,PhD (F15),Accepted, E-mail,26 Jan 2015,3.4,167.0,170.0,3.5,990.0,I,12 Feb 2015,,0,0.0,0.0,1
3768,SUNY Stony Brook,Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.4,167.0,170.0,3.5,990.0,O,12 Feb 2015,,0,0.0,0.0,1
3769,University Of Rochester,Physics,PhD (F14),Accepted, E-mail,30 Jan 2015,3.28,161.0,162.0,4.5,690.0,A,12 Feb 2015,$25k assistantship. Recruiting weekend 2/27-3/1,1,0.0,0.0,1
3770,SUNY At Buffalo,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.3,152.0,162.0,3.0,830.0,O,12 Feb 2015,TA 18.5K \m/,0,0.0,0.0,1
3771,University Of Michigan,Physics,PhD (F15),Rejected, E-mail,12 Feb 2015,2.46,170.0,170.0,5.0,960.0,I,12 Feb 2015,"~10 published papers, mostly single authored. The low GPA must have been the guilty party.",0,1.0,0.0,0
3773,"University Of Michigan, Ann Arbor",Physics,PhD (F15),Rejected, E-mail,12 Feb 2015,3.1,155.0,167.0,3.0,870.0,I,12 Feb 2015,1 Publication in JHEP. Was kind of hopeful given my research profile.,0,1.0,1.0,0
3774,Brown University,Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.58,150.0,169.0,3.0,970.0,I,12 Feb 2015,,0,0.0,0.0,1
3775,Brown University,Physics,PhD (F15),Accepted, Other,12 Feb 2015,3.6,152.0,167.0,3.5,990.0,I,12 Feb 2015,Email to check application website,0,0.0,0.0,1
3776,Duke University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.44,160.0,163.0,4.5,980.0,I,12 Feb 2015,Offered fellowship worth ~29k for fall and spring terms. Field of interest: somewhere between nuclear and particle. Spent 2 summers and a semester abroad doing research that was relevant to my field. No pubs.,0,1.0,1.0,1
3777,MIT,Physics,PhD (F15),Accepted, E-mail,12 Feb 2015,3.98,164.0,170.0,5.0,990.0,A,12 Feb 2015,Hep-ex. Stipend ~30K. Got email telling me to check website.,1,0.0,0.0,1
3778,Duke University,Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.7,158.0,168.0,4.0,980.0,U,11 Feb 2015,,0,0.0,0.0,1
3779,Brown University,Applied Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.64,158.0,170.0,3.5,950.0,I,11 Feb 2015,Email to check the website,0,0.0,0.0,1
3780,Brown University,Physics (Astronomy Based),PhD (F15),Accepted, Website,11 Feb 2015,3.46,154.0,170.0,3.5,990.0,I,11 Feb 2015,Got an email with which I can follow the link to the decision letter.,0,0.0,0.0,1
3781,Boston University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.93,150.0,167.0,3.5,990.0,I,11 Feb 2015,CMT - From Sharif University of Technology,0,0.0,0.0,1
3782,UC Riverside,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.66,164.0,159.0,4.5,640.0,A,11 Feb 2015,Astrophysics. Offered Chancellor's Distinguished Fellowship.,1,0.0,0.0,1
3783,Northwestern University,Applied Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.95,163.0,164.0,4.0,640.0,A,11 Feb 2015,,1,0.0,0.0,1
3784,Boston University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.7,158.0,168.0,4.0,980.0,U,11 Feb 2015,"TA $20k/9 months, support for summer",0,0.0,0.0,1
3786,Michigan University,Physics,PhD (F15),Rejected, E-mail,11 Feb 2015,3.5,165.0,154.0,3.0,990.0,I,11 Feb 2015,theory,0,0.0,0.0,0
3787,Boston University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,4.0,164.0,170.0,5.0,990.0,A,11 Feb 2015,hep-ex. $20.5k during academic year + 10k summer.  Visit weekend April 2-4.,1,0.0,0.0,1
3789,University Of Michigan,Physics,PhD (F15),Rejected, E-mail,11 Feb 2015,3.67,167.0,162.0,4.0,910.0,I,11 Feb 2015,This plan for easy home ownership cannot be carried out... :(,0,0.0,0.0,0
3790,University Of Michigan,Physics,PhD (F15),Rejected, E-mail,11 Feb 2015,3.62,160.0,164.0,4.5,910.0,A,11 Feb 2015,,1,0.0,0.0,0
3791,Virginia Tech,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.1,146.0,170.0,3.5,990.0,I,11 Feb 2015,1 publication.,0,1.0,0.0,1
3793,UCLA,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.99,164.0,170.0,5.0,990.0,A,11 Feb 2015,"Hep-th, emailed to check website.",1,0.0,0.0,1
3795,UCLA,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.93,166.0,167.0,4.0,910.0,A,11 Feb 2015,"hep-ex, no funding info",1,0.0,0.0,1
3796,Brown University,Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.6,164.0,167.0,4.5,990.0,I,11 Feb 2015,Notified via e-mail to check the Applyweb site.,0,0.0,0.0,1
3798,Brown,Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.95,170.0,168.0,4.0,990.0,A,11 Feb 2015,Email told me to check the apply-web website. No financial info yet. Theory. No publications (yet!),1,1.0,0.0,1
3799,Columbia University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.93,164.0,163.0,4.5,830.0,A,11 Feb 2015,cme. Unofficial email. 1.5 years research in particle beam then condensed matter.,1,0.0,1.0,1
3801,Brown University,Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.88,166.0,168.0,3.5,980.0,U,11 Feb 2015,email to check website,0,0.0,0.0,1
3802,Brown University,Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.89,166.0,164.0,3.5,650.0,A,11 Feb 2015,Email to check website.,1,0.0,0.0,1
3803,Northwestern University,Physics,PhD (F15),Accepted, Website,11 Feb 2015,3.7,166.0,170.0,4.0,990.0,I,11 Feb 2015,"Posted on the website. Hep-th, no funding information yet.",0,0.0,0.0,1
3804,University Of Virginia,Engineering Physics,PhD (F15),Accepted, E-mail,11 Feb 2015,3.6,162.0,170.0,5.0,990.0,I,11 Feb 2015,"Undergraduate major in engineering, minor in physics. Two conferences. Graduate level physics courses, 6 months experience as TA.",0,0.0,0.0,1
3805,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.75,156.0,169.0,3.5,990.0,I,11 Feb 2015,Very specific SOP. 1 paper not related to field of application.,0,1.0,0.0,1
3806,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.94,155.0,168.0,4.5,990.0,I,11 Feb 2015,"9 month TAship stipend $26889.. first acceptance
2 papers not related to field of application",0,1.0,0.0,1
3807,New York University,Physics,PhD (F15),Accepted, E-mail,8 Feb 2015,3.64,163.0,164.0,4.5,870.0,A,11 Feb 2015,,1,0.0,0.0,1
3808,University Of Maryland Baltimore County UMBC,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.08,152.0,168.0,3.0,900.0,I,11 Feb 2015,"First Acceptance, hope it's not the last",0,0.0,0.0,1
3809,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.93,166.0,167.0,4.0,910.0,A,11 Feb 2015,"hep-ex, ~$27k/9 months including half-time TA plus teaching award",1,0.0,0.0,1
3810,UC Berkeley,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.86,162.0,161.0,5.0,830.0,A,10 Feb 2015,Theoretical Physics - GR/Cosmology. Funding information to come later,1,0.0,0.0,1
3812,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.7,158.0,168.0,4.0,980.0,U,10 Feb 2015,,0,0.0,0.0,1
3813,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.71,163.0,167.0,5.0,690.0,A,10 Feb 2015,"Transfer applicant, have NSF fellowship",1,0.0,0.0,1
3816,University Of Wisconsin Madison,Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.9,165.0,170.0,4.5,900.0,A,10 Feb 2015,"1/2 TA + 2 x $5,000 Fellowships",1,0.0,0.0,1
3817,University Of Maryland - College Park,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.89,169.0,158.0,5.0,640.0,A,10 Feb 2015,Same email as others.,1,0.0,0.0,1
3818,University Of Oxford,Atomic And Laser Physics,PhD (F15),Interview, E-mail,10 Feb 2015,3.4,159.0,168.0,4.5,900.0,I,10 Feb 2015,One conference paper; Detailed research proposal submitted.,0,1.0,1.0,0
3819,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,4.0,166.0,170.0,5.0,990.0,A,10 Feb 2015,"!!! I received an informal email informing me of this decision, and telling me that I could see the official offer in my ""Apply-Web"" account. A box titled ""View Your Decision Letter"" showed up on the status page where you can see if your letter-writers have submitted their info yet.",1,0.0,0.0,1
3820,"University Of Maryland, College Park",Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.97,154.0,170.0,3.5,990.0,I,10 Feb 2015,"HEP-Th, from Sharif University of Technology.",0,0.0,0.0,1
3821,University Of Maryland College Park,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.78,158.0,168.0,4.0,830.0,A,10 Feb 2015,Same as everyone else. This decision just keeps getting harder.,1,0.0,0.0,1
3822,"University Of Maryland, College Park",Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.93,150.0,167.0,3.5,990.0,I,10 Feb 2015,CMT - From Sharif University of Technology,0,0.0,0.0,1
3824,Cornell University,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,4.0,164.0,168.0,4.5,870.0,I,10 Feb 2015,+ 2 year fellowship,0,0.0,0.0,1
3825,University Of Maryland At College Park,Physics,PhD (F14),Accepted, E-mail,10 Feb 2015,3.7,166.0,170.0,4.0,990.0,I,10 Feb 2015,"Hep-th, half a year of research experience in this field.",0,0.0,1.0,1
3827,"University Of Maryland, College Park",Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.93,166.0,167.0,4.0,910.0,A,10 Feb 2015,"hep-ex, funding guaranteed",1,0.0,0.0,1
3828,University Of Maryland - College Park,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.6,164.0,167.0,4.5,990.0,I,10 Feb 2015,Informal mail indicating acceptance. Formal e-mail with financial details will arrive within the next week.,0,0.0,0.0,1
3829,U Maryland - College Park,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.5,160.0,161.0,4.5,850.0,A,10 Feb 2015,,1,0.0,0.0,1
